product_id,export_rca,location_code
1521,0,AGO
1522,0,AGO
1523,0,AGO
1524,0,AGO
1525,0,AGO
1526,0,AGO
1527,0,AGO
1528,0,AGO
1529,0,AGO
1530,0,AGO
1531,0,AGO
1532,0,AGO
1533,0,AGO
1534,0,AGO
1535,0.0024051964,AGO
1536,0,AGO
1537,0,AGO
1538,0.015986772,AGO
1539,0,AGO
1540,0,AGO
1541,0.0008227356,AGO
1542,0,AGO
1543,0,AGO
1544,0,AGO
1545,0.04930255,AGO
1546,0,AGO
1547,8.1623846e-05,AGO
1548,0,AGO
1549,0,AGO
1550,5.1591218e-05,AGO
1551,0.0007015837,AGO
1552,0,AGO
1553,0,AGO
1554,0,AGO
1555,0.000103032886,AGO
1556,0.00014034453,AGO
1557,0,AGO
1558,1.7910093e-05,AGO
1559,0.0016382473,AGO
1560,0.0029824984,AGO
1561,0.0024491074,AGO
1562,0,AGO
1563,0,AGO
1564,0,AGO
1565,0.0016823498,AGO
1566,0,AGO
1567,0.004906442,AGO
1568,0,AGO
1569,0,AGO
1570,0,AGO
1571,0,AGO
1572,0,AGO
1573,0,AGO
1574,0,AGO
1575,0,AGO
1576,0,AGO
1577,0,AGO
1578,0,AGO
1579,0,AGO
1580,0,AGO
1581,0,AGO
1582,0,AGO
1583,0,AGO
1584,0,AGO
1585,0,AGO
1586,0,AGO
1587,0.0015762125,AGO
1588,0,AGO
1589,0,AGO
1590,0,AGO
1591,0,AGO
1592,0,AGO
1593,6.731601e-05,AGO
1594,1.4537515e-05,AGO
1595,0.0003803734,AGO
1596,0.004822361,AGO
1597,0.006090421,AGO
1598,9.786062e-05,AGO
1599,0.046211585,AGO
1600,0.0003388972,AGO
1601,0.00010125059,AGO
1602,0,AGO
1603,0,AGO
1604,1.8783927e-05,AGO
1605,0,AGO
1606,0,AGO
1607,0.00063270907,AGO
1608,0.0006379157,AGO
1609,0.0003404993,AGO
1610,0,AGO
1611,0,AGO
1612,0,AGO
1613,0.00013766625,AGO
1614,0,AGO
1615,0.00027076487,AGO
1616,0.0002893386,AGO
1617,0.0015286482,AGO
1618,0.00032182143,AGO
1619,0,AGO
1620,0,AGO
1621,0,AGO
1622,0,AGO
1623,0.0010487506,AGO
1624,0,AGO
1625,0.0018755364,AGO
1626,0.0003062852,AGO
1627,0.00080137106,AGO
1628,9.328686e-05,AGO
1629,0.007324938,AGO
1630,0.0038046893,AGO
1631,0.00399021,AGO
1632,0.0042122584,AGO
1633,0.00016167924,AGO
1634,2.2388245e-05,AGO
1635,0,AGO
1636,6.5599856e-06,AGO
1637,0.0013507601,AGO
1638,0,AGO
1639,0.00031995692,AGO
1640,7.1052935e-05,AGO
1641,0.00011807194,AGO
1642,0.000277913,AGO
1643,0.004863378,AGO
1644,0.0018695262,AGO
1645,0.00011420828,AGO
1646,0.0026324035,AGO
1647,0.0022642333,AGO
1648,0.041834563,AGO
1649,0.02109156,AGO
1650,0,AGO
1651,0,AGO
1652,0,AGO
1653,0,AGO
1654,0,AGO
1655,0,AGO
1656,0.00011564675,AGO
1657,0.0007137839,AGO
1658,0.00037359324,AGO
1659,0,AGO
1660,0.00040802587,AGO
1661,0.00052114,AGO
1662,0,AGO
1663,0,AGO
1664,0,AGO
1665,0,AGO
1666,0,AGO
1667,0,AGO
1668,1.816414e-05,AGO
1669,7.099039e-05,AGO
1670,0,AGO
1671,0.0013500255,AGO
1672,0,AGO
1673,0.0037353146,AGO
1674,0,AGO
1675,0,AGO
1676,0,AGO
1677,5.2349566e-05,AGO
1678,3.623002e-05,AGO
1679,0.00022553357,AGO
1680,1.5254978e-05,AGO
1681,0.0029025024,AGO
1682,0.00015362489,AGO
1683,9.28277e-05,AGO
1684,0.0005080592,AGO
1685,0.0007973781,AGO
1686,0,AGO
1687,0,AGO
1688,0.004744832,AGO
1689,0.0024845684,AGO
1690,3.8248043e-05,AGO
1691,0.00045083786,AGO
1692,0.00044632473,AGO
1693,0,AGO
1694,0,AGO
1695,0.023498494,AGO
1696,2.1082007e-05,AGO
1697,0.0094355,AGO
1698,0.0013298856,AGO
1699,0.014491248,AGO
1700,0.0009978306,AGO
1701,0.00040436804,AGO
1702,0.017174156,AGO
1703,0.01916301,AGO
1704,0.0016896222,AGO
1705,0.003367664,AGO
1706,0.0035408991,AGO
1707,0.0022667786,AGO
1708,7.250726e-05,AGO
1709,0.0010337542,AGO
1710,0.0008423531,AGO
1711,4.0742405e-05,AGO
1712,1.8194096e-05,AGO
1713,0,AGO
1714,0.0010441287,AGO
1715,0.00033413392,AGO
1716,0,AGO
1717,0.00022691398,AGO
1718,0.0014872974,AGO
1719,0.00017408011,AGO
1720,0.0013380278,AGO
1721,0.00013989006,AGO
1722,1.1179534e-05,AGO
1723,0,AGO
1724,0.00031551273,AGO
1725,0,AGO
1726,0.00076658523,AGO
1727,0.00029520335,AGO
1728,0.00022173145,AGO
1729,0.0009012337,AGO
1730,0.00017751414,AGO
1731,0.00023919131,AGO
1732,0.00045118097,AGO
1733,0,AGO
1734,3.6355e-05,AGO
1735,0,AGO
1736,7.847458e-05,AGO
1737,0.00012274629,AGO
1738,4.66722e-06,AGO
1739,0.0006509513,AGO
1740,0.00018098674,AGO
1741,0.00047843336,AGO
1742,7.462169e-05,AGO
1743,0.00030115008,AGO
1744,0.000138513,AGO
1745,1.3281553e-05,AGO
1746,0.0006318207,AGO
1747,0.00032946665,AGO
1748,0.00019366313,AGO
1749,0,AGO
1750,0,AGO
1751,0,AGO
1752,0,AGO
1753,0,AGO
1754,0,AGO
1755,0,AGO
1756,0,AGO
1757,0,AGO
1758,0,AGO
1759,0,AGO
1760,0.040496264,AGO
1761,0.00041715667,AGO
1762,0.00073274,AGO
1763,0.00028667302,AGO
1764,0.0007474588,AGO
1765,0.00035821297,AGO
1766,0,AGO
1767,1.0276074e-05,AGO
1768,0.00012908119,AGO
1769,0,AGO
1770,0,AGO
1771,0.0058778953,AGO
1772,1.3798485e-05,AGO
1773,0,AGO
1774,3.077887e-05,AGO
1775,0,AGO
1776,0.00043152625,AGO
1777,0,AGO
1778,0.10868578,AGO
1779,0.0045901374,AGO
1780,0,AGO
1781,0,AGO
1782,0.60036784,AGO
1783,0.2193956,AGO
1784,0.00013873939,AGO
1785,1.121896,AGO
1786,0.0070668394,AGO
1787,0.34746546,AGO
1788,0.07417891,AGO
1789,0,AGO
1790,1.5786223e-05,AGO
1791,0,AGO
1792,0,AGO
1793,3.0600186e-05,AGO
1794,9.434762e-05,AGO
1795,0,AGO
1796,0.0030153196,AGO
1797,0.00017885378,AGO
1798,0.007352606,AGO
1799,0,AGO
1800,0.0003982818,AGO
1801,0,AGO
1802,7.3528254e-06,AGO
1803,0.0045873243,AGO
1804,0.11447295,AGO
1805,0,AGO
1806,0.00798436,AGO
1807,1.8134508e-05,AGO
1808,1.7720276e-05,AGO
1809,0.003753855,AGO
1810,1.8821767e-05,AGO
1811,0.00014130682,AGO
1812,0.0070758373,AGO
1813,0.0056620347,AGO
1814,0.0002963749,AGO
1815,0.017212015,AGO
1816,0.0024010043,AGO
1817,0.0007967208,AGO
1818,0.0019711617,AGO
1819,0.0059743416,AGO
1820,0.0026961062,AGO
1821,0.009707528,AGO
1822,0.00054381456,AGO
1823,0.019919055,AGO
1824,0.00011965085,AGO
1825,0,AGO
1826,0,AGO
1827,0.0010354801,AGO
1828,0,AGO
1829,0,AGO
1830,0,AGO
1831,0,AGO
1832,0,AGO
1833,0,AGO
1834,0,AGO
1835,0,AGO
1836,0,AGO
1837,0.00012209959,AGO
1838,4.4760323e-05,AGO
1839,0,AGO
1840,0,AGO
1841,0,AGO
1842,0,AGO
1843,9.366311e-05,AGO
1844,0,AGO
1845,0,AGO
1846,0,AGO
1847,0,AGO
1848,0.00021985531,AGO
1849,0,AGO
1850,0,AGO
1851,0,AGO
1852,0,AGO
1853,3.1261086e-05,AGO
1854,0,AGO
1855,0.00025069597,AGO
1856,6.677478e-06,AGO
1857,5.9672082e-05,AGO
1858,0.011448556,AGO
1859,0,AGO
1860,0.00024312698,AGO
1861,3.2191674e-05,AGO
1862,5.5662763e-06,AGO
1863,0.00010141164,AGO
1864,2.4883375e-05,AGO
1865,0,AGO
1866,0,AGO
1867,0,AGO
1868,0,AGO
1869,2.654878e-05,AGO
1870,0.010758284,AGO
1871,0,AGO
1872,0,AGO
1873,0,AGO
1874,6.4051837e-06,AGO
1875,0,AGO
1876,0,AGO
1877,0,AGO
1878,0,AGO
1879,0,AGO
1880,0,AGO
1881,7.3323914e-05,AGO
1882,0.0778689,AGO
1883,0,AGO
1884,0,AGO
1885,0.005708526,AGO
1886,0,AGO
1887,0.0008438976,AGO
1888,0,AGO
1889,0,AGO
1890,0,AGO
1891,0.002017356,AGO
1892,,AGO
650,0.004714592,ALB
651,0,ALB
652,0,ALB
653,0,ALB
654,0.41901538,ALB
655,7.489039,ALB
656,0.005595348,ALB
657,0,ALB
658,0.0006145843,ALB
659,0,ALB
660,0,ALB
661,0.0018255883,ALB
662,0.027162585,ALB
663,7.924606,ALB
664,0,ALB
665,0,ALB
666,0.7711664,ALB
667,2.1200726,ALB
668,1.2607166,ALB
669,0.015070431,ALB
670,1.8636191,ALB
671,0.22044674,ALB
672,2.6479595,ALB
673,0.002560652,ALB
674,0.16991302,ALB
675,0.0015911239,ALB
676,0.56822985,ALB
677,0,ALB
678,0.01733485,ALB
679,13.895107,ALB
680,0,ALB
681,0.074232906,ALB
682,10.53703,ALB
683,0,ALB
684,0,ALB
685,0,ALB
686,18.622768,ALB
687,0,ALB
688,0,ALB
689,0,ALB
690,12.213744,ALB
691,0,ALB
692,0,ALB
693,0.007508788,ALB
694,0.07182684,ALB
695,0.666605,ALB
696,0.21379824,ALB
697,4.637768,ALB
698,0.18849303,ALB
699,0.5646673,ALB
700,0.054932978,ALB
701,0.8677771,ALB
702,0.25062606,ALB
703,0.5949188,ALB
704,0.326664,ALB
705,0.65281135,ALB
706,0.24952608,ALB
707,0,ALB
708,0.8864996,ALB
709,1.3880048,ALB
710,3.046393,ALB
